Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra Óptica,4G,3G,Telefonía Fija,Wireless,Satelital
Salta,Santa Victoria,Los Toldos,0,0,0,1,0,0,1,1,0
Salta,Santa Victoria,Nazareno,0,0,0,1,0,0,1,0,0
Salta,Santa Victoria,Santa Victoria,0,0,0,1,0,0,0,1,1
Santa Fe,Rosario,Coronel Rodolfo S. Domínguez,0,1,0,0,1,1,1,0,0
Santa Fe,Rosario,Cuatro Esquinas,0,0,0,1,0,0,0,0,0
Santa Fe,Rosario,El Caramelo,1,0,0,1,0,0,1,0,0
Santa Fe,Rosario,Fighiera,1,0,0,0,1,1,1,1,0
Santa Fe,Rosario,Funes,1,1,0,1,1,1,1,1,1
Santa Fe,Rosario,General Lagos,1,0,0,1,1,1,1,1,1
Santa Fe,Rosario,Granadero Baigorria,0,1,0,1,1,1,1,1,0
Santa Fe,Rosario,Ibarlucea,0,1,0,1,1,1,1,1,0
Santa Fe,Rosario,Kilómetro 101,0,0,0,0,1,1,0,1,1
Santa Fe,Rosario,Monte Flores,1,0,0,1,1,1,0,0,0
Santa Fe,San Cristóbal,Santurce,0,0,0,0,0,0,0,1,0
Buenos Aires,Arrecifes,Arrecifes,1,1,1,1,1,1,1,1,1
Buenos Aires,Arrecifes,Todd,0,0,0,1,1,1,1,0,0
Buenos Aires,Arrecifes,Viña,1,1,0,0,1,1,0,0,0
Buenos Aires,Avellaneda,Area Reserva Cinturón Ecológico,0,0,0,0,1,1,0,0,0
Buenos Aires,Avellaneda,Avellaneda,1,1,1,1,1,1,1,1,1
Buenos Aires,Avellaneda,Crucesita,0,1,0,1,1,1,1,0,0
Buenos Aires,Avellaneda,Dock Sud,1,1,0,1,1,1,1,1,0
Buenos Aires,Avellaneda,Gerli,0,1,0,1,1,1,1,0,0
Buenos Aires,General Viamonte,Los Toldos,1,0,1,1,1,1,1,1,0
Buenos Aires,General Viamonte,Zavalía,0,0,0,0,0,0,1,1,0
Buenos Aires,General Villegas,Banderaló,0,0,0,0,1,1,0,0,1
Buenos Aires,General Villegas,Cañada Seca,0,0,0,0,1,0,0,0,0
Buenos Aires,General Villegas,Coronel Charlone,1,0,0,1,1,1,1,0,1
Buenos Aires,General Villegas,Emilio V. Bunge,0,0,0,0,1,1,1,0,1
Buenos Aires,General Villegas,General Villegas (est. Villegas),1,0,0,1,1,1,1,1,1
Buenos Aires,General Villegas,Pichincha,0,0,0,0,0,0,0,0,1
Buenos Aires,General Villegas,Piedritas,1,0,0,1,1,1,1,1,1
Buenos Aires,General Villegas,Santa Eleodora,0,0,0,0,1,0,1,0,0
Buenos Aires,General Villegas,Santa Regina,0,1,0,0,1,0,1,0,0
Buenos Aires,Puán,Bordenave,0,0,0,1,0,0,1,1,1
Buenos Aires,Puán,Darregueira,1,1,1,1,1,1,1,1,0
Buenos Aires,Puán,Estela,0,0,0,0,1,0,0,0,0
Buenos Aires,Puán,Felipe Solá,0,0,0,0,1,0,1,0,0
Buenos Aires,Puán,Puán,0,1,0,1,1,1,1,1,1
Buenos Aires,Puán,San Germán,0,0,0,0,0,0,1,1,0
Buenos Aires,Puán,Villa Castelar (est. Erize),0,0,0,0,0,0,1,0,0
Buenos Aires,Puán,Villa Iris,0,0,0,1,1,1,1,1,0
Buenos Aires,Punta Indio,Pipinas,0,1,0,0,1,1,1,0,0
Buenos Aires,Punta Indio,Punta Indio,0,0,0,0,0,0,1,1,0
Buenos Aires,Punta Indio,Verónica,1,1,0,1,1,1,1,0,0
Buenos Aires,Quilmes,Bernal,1,1,1,1,1,1,1,0,1
Buenos Aires,Quilmes,Bernal Oeste,1,1,1,1,1,1,1,0,0
Buenos Aires,Quilmes,Don Bosco,0,1,0,1,1,1,1,0,0
Buenos Aires,Quilmes,Ezpeleta,1,1,1,1,1,1,1,1,0
Buenos Aires,Quilmes,Ezpeleta Oeste,1,1,1,1,1,1,1,0,0
Buenos Aires,Quilmes,Quilmes,1,1,1,1,1,1,1,1,1
Mendoza,Tupungato,El Zampal,0,0,0,0,1,0,0,0,0
CABA,Comuna 13,Nuñez,1,1,1,1,1,1,1,1,1
Córdoba,San Justo,Saturnino María Laspiur,0,1,0,0,1,1,1,0,1
Córdoba,San Justo,Seeber,1,0,0,0,1,0,0,0,0
Córdoba,San Justo,Toro Pujio,1,0,0,0,1,0,1,0,0
Córdoba,San Justo,Tránsito,1,0,0,0,1,1,1,1,0
Córdoba,San Justo,Villa Concepción del Tío,0,1,0,0,1,1,1,1,0
Córdoba,San Justo,Villa del Tránsito,0,0,0,0,0,0,0,1,0
Córdoba,San Justo,Villa San Esteban,0,0,0,0,0,0,0,1,0
Córdoba,Santa María,Alta Gracia,1,1,0,1,1,1,1,1,0
Córdoba,Santa María,Anisacate,1,0,0,0,0,0,1,1,0
Córdoba,Santa María,Barrio Las Quintas,0,0,0,0,0,1,0,0,0
Córdoba,Santa María,Bouwer,0,0,0,0,1,1,1,0,0
Córdoba,Santa María,Caseros Centro,0,0,0,0,1,0,0,0,0
Córdoba,Santa María,Costa Azul,0,0,0,0,1,1,0,0,0
Buenos Aires,Avellaneda,Pineyro,0,1,0,1,1,1,1,0,0
Buenos Aires,Avellaneda,Sarandí,1,1,1,1,1,1,1,1,1
Buenos Aires,Avellaneda,Villa Domínico,1,1,0,1,1,1,1,1,0
Buenos Aires,Avellaneda,Wilde,1,1,1,1,1,1,1,1,0
Buenos Aires,Ayacucho,Ayacucho,1,0,1,0,1,1,1,1,0
Buenos Aires,Ayacucho,La Constancia,0,0,0,0,0,0,0,1,0
Buenos Aires,Ayacucho,Solanet,0,0,0,0,1,0,0,1,0
Buenos Aires,Ayacucho,Udaquiola,0,0,0,0,0,0,0,1,1
Buenos Aires,Azul,16 de Julio,0,0,0,0,1,1,0,0,0
Buenos Aires,Hurlingham,Villa Santos Tesei,1,1,1,1,1,1,1,1,0
Buenos Aires,Hurlingham,William C. Morris,0,1,0,1,1,1,0,1,0
Buenos Aires,Ituzaingó,Ituzaingó Centro,1,1,1,1,1,1,1,1,1
Buenos Aires,Ituzaingó,Ituzaingó Sur,0,0,0,0,1,1,0,1,0
Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,1,1,1,1,1,1,1,1,0
Buenos Aires,José C. Paz,del Viso,0,1,0,0,1,1,0,0,0
Buenos Aires,José C. Paz,José C Paz,1,1,1,1,1,1,1,1,1
Buenos Aires,Quilmes,Quilmes Oeste,1,1,1,1,1,1,1,1,0
Buenos Aires,Quilmes,San Francisco Solano,0,1,0,1,1,1,1,1,0
Buenos Aires,Quilmes,Villa La Florida,1,1,1,1,1,1,1,1,0
Buenos Aires,Ramallo,El Paraíso,1,0,0,1,0,0,1,1,0
Buenos Aires,Ramallo,Las Bahamas,0,0,0,0,1,1,0,0,0
Buenos Aires,Ramallo,Pérez Millán,0,0,0,1,1,1,1,0,0
Buenos Aires,Ramallo,Ramallo,1,1,0,1,1,1,1,1,1
Buenos Aires,Ramallo,Villa General Savio (est. Sánchez),0,0,0,0,1,1,0,0,0
Buenos Aires,Ramallo,Villa Ramallo,1,1,0,1,1,1,1,1,0
Buenos Aires,Villarino,Country Los Medanos,0,0,0,0,0,0,0,1,0
Buenos Aires,Villarino,Hilario Ascasubi,0,0,0,0,1,1,1,0,0
Buenos Aires,Villarino,Juan Cousté (est. Algarrobo),0,0,1,0,1,1,1,1,0
Buenos Aires,Villarino,Mayor Buratovich,1,0,0,1,1,1,1,0,0
Buenos Aires,Villarino,Médanos,1,1,1,0,1,1,1,1,0
Buenos Aires,Villarino,Pedro Luro,1,1,0,1,1,1,1,1,0
Buenos Aires,Villarino,Teniente Origone,0,0,0,0,1,0,1,1,0
Buenos Aires,Zárate,Barrio Saavedra,0,0,0,0,1,1,0,0,0
Buenos Aires,Zárate,Country Club El Casco,0,0,0,0,1,1,0,0,0
Buenos Aires,Zárate,Lima,1,0,0,1,1,1,0,0,1
Mendoza,Tupungato,La Arboleda,0,0,0,0,1,0,0,1,0
Mendoza,Tupungato,San José,0,0,0,1,1,1,0,1,0
CABA,Comuna 14,Palermo,1,1,1,1,1,1,1,1,1
Córdoba,Santa María,Despeñaderos,1,0,0,1,1,1,1,1,0
Córdoba,Santa María,El Potrerillo,0,0,0,0,1,1,0,0,0
Córdoba,Santa María,Falda del Cañete,0,0,0,0,1,1,0,0,0
Córdoba,Santa María,Falda del Carmen,0,0,0,0,1,0,1,0,0
Córdoba,Santa María,José de La Quintana,0,0,0,0,1,0,0,0,0
Córdoba,Santa María,La Carbonada,0,0,0,0,1,0,0,0,0
Córdoba,Santa María,La Cumbrecita,0,0,0,0,0,0,1,1,0
Córdoba,Santa María,La Donosa,0,0,0,0,0,0,0,1,0
Córdoba,Santa María,La Paisanita,1,0,0,0,1,0,1,1,0
Córdoba,Santa María,La Perla,0,0,0,0,1,1,0,0,0
Córdoba,Santa María,La Rancherita,0,0,0,0,0,0,0,1,0
Córdoba,Santa María,La Serranita,0,0,0,0,1,1,1,1,0
Córdoba,Santa María,Los Cedros - Las Quintas,0,0,0,0,1,1,1,0,0
Córdoba,Santa María,Lozada,0,0,0,0,1,1,1,1,0
Córdoba,Santa María,Malagueño,1,0,0,1,1,1,1,1,0
Córdoba,Santa María,Milenica,0,0,0,0,1,1,0,0,0
Mendoza,Tupungato,Tupungato,1,0,0,1,1,1,1,1,1
CABA,Comuna 09,Liniers,1,1,1,1,1,1,1,1,1
CABA,Comuna 09,Parque Avellaneda,1,1,1,1,1,1,1,1,1
Córdoba,Santa María,Monte Ralo,0,0,0,0,1,1,0,1,0
Córdoba,Santa María,Potrero de Garay,0,0,0,1,1,1,1,1,0
Córdoba,Santa María,Rafael García,0,0,0,0,1,0,1,1,0
Córdoba,Santa María,San Clemente,0,0,0,0,1,1,1,0,0
Córdoba,Santa María,San Nicolás,1,0,0,0,1,1,1,0,0
Buenos Aires,San Andrés de Giles,Azcuénaga,0,0,0,1,0,0,1,1,0
Buenos Aires,San Andrés de Giles,Cucullú,0,0,0,0,0,0,1,1,0
Buenos Aires,San Andrés de Giles,San Andrés de Giles,1,1,1,1,1,1,1,0,1
Buenos Aires,San Andrés de Giles,Solís,1,0,0,1,0,0,1,1,1
Buenos Aires,San Andrés de Giles,Villa Espil,0,0,0,0,0,0,0,1,0
Buenos Aires,San Andrés de Giles,Villa Ruiz,0,0,0,1,0,0,1,1,0
Buenos Aires,San Antonio de Areco,Duggan,0,0,0,1,0,0,1,1,0
Buenos Aires,San Antonio de Areco,San Antonio de Areco,1,1,1,1,1,1,1,1,1
Buenos Aires,San Antonio de Areco,Villa Lía,1,0,0,1,1,0,1,1,0
Buenos Aires,San Cayetano,Balneario San Cayetano,0,0,0,1,1,0,1,1,0
Buenos Aires,San Cayetano,Ochandío,0,0,0,0,0,0,0,1,0
Córdoba,Santa María,Toledo,1,0,0,1,1,1,1,1,0
Córdoba,Santa María,Valle de Anisacate,0,0,0,0,0,0,0,1,0
Córdoba,Santa María,Villa Ciudad de América (loteo Diego de Rojas),0,0,0,0,1,1,1,1,0
Córdoba,Santa María,Villa del Prado,0,0,0,0,0,0,0,1,0
Córdoba,Santa María,Villa La Bolsa,0,0,0,0,1,1,0,1,0
Córdoba,Santa María,Villa Los Aromos,1,0,0,0,0,0,1,1,0
Córdoba,Santa María,Villa Parque Santa Ana,1,0,0,1,1,1,1,0,0
Córdoba,Santa María,Villa San Isidro - José de La Quintana,0,0,0,0,0,0,1,1,0
Córdoba,Santa María,Villa Sierras de Oro,0,0,0,0,1,1,0,0,0
Córdoba,Santa María,Yocsina,0,0,0,0,1,0,0,0,0
Córdoba,Sobremonte,Caminiaga,0,0,0,1,0,0,1,0,0
Córdoba,Sobremonte,Chuña Huasi,0,0,0,0,0,0,1,0,0
Córdoba,Sobremonte,Pozo Nuevo,0,0,0,0,1,0,0,0,0
Córdoba,Sobremonte,San Francisco del Chañar,0,0,0,1,1,1,1,0,1
Buenos Aires,Bahía Blanca,Villa Bordeau,0,0,0,0,1,1,0,0,0
Buenos Aires,Balcarce,Balcarce,1,1,1,1,1,1,1,1,0
Buenos Aires,Balcarce,Los Pinos,0,0,0,0,0,0,1,1,0
Buenos Aires,Balcarce,Napaleofú,0,0,0,1,1,1,1,1,0
Buenos Aires,Balcarce,Ramos Otero,0,0,0,0,1,0,0,1,0
Buenos Aires,Balcarce,San Agustín,0,0,0,0,0,0,1,1,0
Buenos Aires,Balcarce,Villa Laguna La Brava,0,0,0,0,1,1,1,1,0
Buenos Aires,Baradero,Baradero,1,1,0,1,1,1,1,1,1
Buenos Aires,Baradero,Irineo Portela,0,0,0,1,0,0,1,1,1
Buenos Aires,Baradero,Santa Coloma,0,0,0,0,1,0,0,1,0
Buenos Aires,Baradero,Villa Alsina (est. Alsina),1,0,0,0,1,1,1,1,0
Buenos Aires,Benito Juárez,Barker,0,0,1,1,1,1,1,1,1
Buenos Aires,José C. Paz,Tortuguitas,0,1,0,0,1,1,0,0,0
Buenos Aires,Junín,Agustín Roca,0,0,0,1,1,0,1,1,0
Buenos Aires,Junín,Agustina,0,0,0,1,1,1,1,0,0
Buenos Aires,Junín,Balneario Laguna de Gómez,0,0,0,0,1,1,0,1,0
Buenos Aires,Junín,Fortín Tiburcio,0,0,0,0,0,0,1,1,0
Buenos Aires,Junín,Junín,1,1,1,1,1,1,1,1,1
Buenos Aires,Junín,Laplacette,0,0,0,1,0,0,0,1,0
Buenos Aires,Junín,Morse,0,1,0,1,1,0,1,1,0
Buenos Aires,Junín,Saforcada,0,0,0,0,1,1,1,1,0
Buenos Aires,La Costa,Aguas Verdes,1,0,0,1,1,1,0,1,0
Buenos Aires,Rauch,Rauch,1,0,1,1,1,1,1,1,1
Buenos Aires,Rivadavia,América,1,1,0,1,1,1,1,1,1
Buenos Aires,Rivadavia,Fortín Olavarría,1,0,0,1,1,1,0,0,0
Buenos Aires,Rivadavia,González Moreno,0,0,0,0,1,1,0,1,0
Buenos Aires,Rivadavia,Roosevelt,0,0,0,0,0,0,1,0,0
Buenos Aires,Rivadavia,Sansinena,0,0,0,1,1,0,1,1,0
Buenos Aires,Rojas,Las Carabelas,0,0,0,1,1,0,1,1,1
Buenos Aires,Rojas,Rafael Obligado,0,0,0,0,1,0,0,1,0
CABA,Comuna 15,Agronomia,1,1,1,1,1,1,1,1,1
Córdoba,Calamuchita,Amboy,0,0,0,0,0,0,1,1,0
Córdoba,Calamuchita,Arroyo San Antonio,0,0,0,0,1,1,0,0,0
Córdoba,Calamuchita,Cañada del Sauce,1,0,0,0,1,0,1,0,0
Buenos Aires,Berisso,Berisso,1,1,1,1,1,1,1,1,0
Buenos Aires,Berisso,Villa Arguello,0,0,0,1,1,1,0,1,0
Buenos Aires,Berisso,Villa Dolores,0,0,0,0,1,1,0,0,0
Buenos Aires,Berisso,Villa Nueva,0,0,0,1,1,1,0,1,0
Buenos Aires,Berisso,Villa Progreso,0,0,0,1,0,0,0,1,0
Buenos Aires,Berisso,Villa San Carlos,0,0,0,0,1,1,0,0,0
Buenos Aires,Bolívar,Hale,1,0,0,0,0,0,1,0,0
Buenos Aires,Bolívar,Pirovano,0,0,0,0,0,1,1,1,0
Buenos Aires,Bolívar,San Carlos de Bolívar (est. Bolívar),1,1,1,1,1,1,1,1,1
Buenos Aires,Bolívar,Urdampilleta,0,0,1,0,1,1,1,1,0
Córdoba,Calamuchita,Capilla Vieja,0,0,0,0,1,1,0,1,0
Córdoba,Calamuchita,El Corcovado - El Torreón,1,0,0,0,0,0,1,1,0
Córdoba,Calamuchita,Embalse,0,0,0,1,1,1,0,1,1
Córdoba,Calamuchita,La Cruz,1,0,0,0,1,1,1,1,0
Córdoba,Calamuchita,La Cumbrecita,0,0,0,0,1,1,0,1,0
Córdoba,Calamuchita,Las Bajadas,0,0,0,0,1,0,0,1,0
Córdoba,Calamuchita,Las Caleras,0,0,0,0,0,0,1,1,0
Córdoba,Calamuchita,Los Cóndores,1,0,0,0,1,1,1,1,1
Córdoba,Calamuchita,Los Molinos,0,0,0,0,0,0,0,1,0
Córdoba,Calamuchita,Los Reartes,1,0,0,1,1,1,1,1,1
Córdoba,Calamuchita,Lutti,0,0,0,0,0,0,1,0,0
Córdoba,Calamuchita,Parque Calmayo,0,0,0,0,0,0,0,1,0
Córdoba,Calamuchita,Río de Los Sauces,0,0,0,0,1,1,1,1,0
Córdoba,Tercero Arriba,Almafuerte,1,1,0,1,1,1,1,1,0
Córdoba,Tercero Arriba,Colonia Almada,0,0,0,0,1,0,1,1,0
Córdoba,Tercero Arriba,Corralito,0,0,0,1,1,1,0,1,1
Córdoba,Tercero Arriba,Dalmacio Vélez,0,0,0,1,1,1,1,0,0
Córdoba,Tercero Arriba,General Fotheringham,1,0,0,0,1,1,1,1,0
Córdoba,Tercero Arriba,Hernando,1,1,0,1,1,1,1,0,0
Córdoba,Tercero Arriba,James Craik,1,1,0,1,1,1,1,1,0
Córdoba,Tercero Arriba,Las Isletillas,0,0,0,0,1,0,1,1,0
Córdoba,Tercero Arriba,Las Perdices,1,0,0,0,1,1,1,1,1
Córdoba,Tercero Arriba,Los Zorros,0,0,0,0,1,1,1,0,0
Buenos Aires,Benito Juárez,Benito Juárez (est. Juárez),1,0,1,1,1,1,1,1,1
Buenos Aires,Benito Juárez,López,0,0,0,1,0,0,0,1,0
Buenos Aires,Benito Juárez,Tedín Uriburu,0,0,0,0,1,1,0,0,0
Buenos Aires,Benito Juárez,Villa Cacique (est. Alfredo Fortabat),0,0,0,1,1,1,0,1,1
Buenos Aires,Berazategui,Berazategui,1,1,1,1,1,1,1,1,1
Buenos Aires,Berazategui,Berazategui Oeste,1,1,0,1,1,1,1,0,0
Buenos Aires,Berazategui,Carlos Tomás Sourigues,1,1,0,1,1,1,1,0,0
Buenos Aires,Berazategui,Centro Agrícola El Pato,1,1,0,1,1,1,1,1,0
Buenos Aires,La Costa,Las Toninas,1,1,1,1,1,1,1,1,0
Buenos Aires,La Costa,Lucila del Mar,1,1,0,1,1,1,0,1,0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,1,1,1,1,1,1,1,1,0
Buenos Aires,La Costa,San Clemente del Tuyú,1,1,1,1,1,1,1,1,0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,20 de Junio,1,1,1,0,1,1,1,1,0
Buenos Aires,La Matanza,Aldo Bonzi,1,1,0,0,1,1,1,1,0
Buenos Aires,Rojas,Rojas,1,1,1,1,1,1,1,1,0
Buenos Aires,Roque Pérez,Carlos Beguerie,0,0,0,1,0,0,1,1,0
Buenos Aires,Roque Pérez,Roque Pérez,1,1,1,1,1,1,1,1,0
Buenos Aires,Saavedra,Arroyo Corto,0,0,0,1,0,0,1,0,0
Buenos Aires,Saavedra,Dufaur,0,0,0,0,0,0,1,0,0
Buenos Aires,Saavedra,Espartillar,0,0,0,1,1,0,1,1,0
Buenos Aires,Saavedra,Goyena,0,0,0,1,0,0,0,0,0
Buenos Aires,Saavedra,Pigüé,0,0,0,1,1,1,1,0,0
Buenos Aires,Saavedra,Saavedra,0,0,0,1,1,1,1,1,0
CABA,Comuna 15,Chacarita,1,1,1,1,1,1,1,1,1
Córdoba,Calamuchita,San Agustín,1,0,0,0,1,1,1,1,0
Córdoba,Calamuchita,San Ignacio (loteo San Javier),0,0,0,0,0,0,1,1,0
Córdoba,Calamuchita,San Ignacio (loteo Vélez Crespo),0,0,0,0,1,1,0,1,0
Córdoba,Calamuchita,Santa Rosa de Calamuchita,1,1,0,1,1,1,1,1,0
Córdoba,Calamuchita,Segunda Usina,0,0,0,0,0,0,0,1,0
CABA,Comuna 15,Paternal,1,1,1,1,1,1,1,1,1
Córdoba,Tercero Arriba,Oliva,1,0,0,1,1,1,1,1,0
Córdoba,Tercero Arriba,Pampayasta Norte,0,0,0,0,0,0,1,1,0
Córdoba,Tercero Arriba,Pampayasta Sur,0,0,0,1,1,1,0,0,1
Córdoba,Tercero Arriba,Punta del Agua,0,0,0,0,1,0,0,1,0
Córdoba,Tercero Arriba,Río Tercero,1,1,0,1,1,1,1,1,1
Córdoba,Calamuchita,Solar de Los Molinos,0,0,0,0,0,0,1,0,0
Córdoba,Calamuchita,Villa Alpina,0,0,0,0,0,0,0,1,0
Córdoba,Calamuchita,Villa Amancay,0,0,0,0,1,1,1,1,0
Córdoba,Calamuchita,Villa Berna,1,0,0,0,1,0,1,1,0
Córdoba,Calamuchita,Villa Ciudad Parque Los Reartes,0,1,0,0,1,0,0,0,0
Córdoba,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),0,0,0,0,0,0,1,1,0
Córdoba,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),0,0,0,0,0,0,0,1,0
Córdoba,Calamuchita,Villa del Dique,1,0,0,1,1,1,0,1,0
Córdoba,Calamuchita,Villa General Belgrano,0,1,0,0,1,1,1,1,1
Córdoba,Calamuchita,Villa Quillinzo,0,0,0,0,0,0,0,1,0
Córdoba,Calamuchita,Villa Rumipal,0,0,0,1,1,1,1,1,0
Córdoba,Calamuchita,Villa San Miguel,0,0,0,0,0,1,0,1,0
Córdoba,Calamuchita,Villa Yacanto,0,0,0,0,1,1,1,1,0
Córdoba,Tercero Arriba,Tancacha,1,0,0,0,1,1,1,1,1
Córdoba,Tercero Arriba,Villa Ascasubi,0,0,0,0,1,1,1,1,0
Córdoba,Totoral,Cañada de Luque,0,0,0,0,1,1,1,0,0
Córdoba,Totoral,Capilla de Sitón,0,0,0,0,1,0,1,0,0
Córdoba,Totoral,Las Peñas,1,0,0,0,1,1,1,1,0
Córdoba,Totoral,Sarmiento,1,0,0,0,0,0,1,0,0
Córdoba,Totoral,Simbolar,0,0,0,0,0,0,1,0,0
Córdoba,Totoral,Sinsacate,0,0,0,0,1,1,1,0,0
Córdoba,Totoral,Villa del Totoral,1,0,0,1,1,1,1,1,0
Córdoba,Tulumba,El Tuscal,0,0,0,0,0,0,1,0,0
Córdoba,Capital,Córdoba,1,1,1,1,1,1,1,1,1
Córdoba,Capital,Jardín Arenales,0,0,0,0,1,1,0,0,0
Córdoba,Capital,La Floresta,0,0,0,0,1,1,0,0,0
Córdoba,Colón,1 de Agosto,0,0,0,0,1,1,0,0,0
Córdoba,Colón,Agua de Oro,1,0,0,1,1,1,0,1,0
Córdoba,Colón,Ascochinga,1,0,0,1,1,1,1,0,0
Córdoba,Colón,Casa Bamba,0,0,0,0,0,1,0,0,0
Córdoba,Colón,Colonia Caroya,1,1,0,1,1,1,1,1,0
Buenos Aires,La Matanza,Rafael Castillo,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Ramos Mejía,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,San Justo,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,Tapiales,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,Villa Eduardo Madero,1,1,1,1,1,1,1,1,0
Buenos Aires,Berazategui,Guillermo E. Hudson,1,1,1,1,1,1,1,0,0
Buenos Aires,Berazategui,Juan María Gutierrez,1,1,1,1,1,1,1,1,0
Buenos Aires,Berazategui,Pereyra,1,1,1,1,1,0,1,0,0
Buenos Aires,Berazategui,Plátanos,0,1,0,1,1,1,1,0,0
Buenos Aires,Berazategui,Ranelagh,1,1,1,1,1,1,1,0,1
Buenos Aires,Berazategui,Villa España,1,1,0,1,1,1,1,0,0
Buenos Aires,Berisso,Barrio Banco Provincia,0,0,0,0,1,0,0,0,0
Buenos Aires,Berisso,Barrio El Carmen (este),0,0,0,1,1,1,0,1,0
Buenos Aires,Berisso,Barrio Universitario,0,0,0,0,1,1,0,0,0
Buenos Aires,La Matanza,Ciudad Evita,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Gonzalez Catán,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,Gregorio de Laferrere,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Isidro Casanova,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,La Tablada,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Lomas del Mirador,1,1,1,1,1,1,1,1,0
Buenos Aires,Saladillo,Alvarez de Toledo,0,0,0,1,0,1,1,0,0
Buenos Aires,Saladillo,Cazón,0,0,0,1,0,0,1,0,0
Buenos Aires,Saladillo,del Carril,0,0,0,0,1,0,1,1,0
Buenos Aires,Saladillo,Saladillo,1,1,0,1,1,1,1,1,0
Buenos Aires,Salliqueló,Salliqueló,1,0,1,0,1,1,1,0,1
Buenos Aires,Salto,Arroyo Dulce,1,0,0,1,1,1,1,1,0
Buenos Aires,Salto,Gahan,0,0,0,0,0,1,1,0,0
Buenos Aires,Salto,Inés Indart,0,0,0,1,1,0,1,0,1
Buenos Aires,Salto,La Invencible,0,0,0,0,1,0,0,0,0
Buenos Aires,Salto,Salto,1,1,1,1,1,1,1,0,0
CABA,Comuna 15,Parque Chas,1,1,1,1,1,1,1,1,1
Córdoba,Colón,Colonia Tirolesa,0,0,0,0,1,1,1,0,0
Córdoba,Colón,Colonia Vicente Agüero,0,0,0,0,0,0,1,0,0
Córdoba,Colón,Country Chacras de La Villa - Country San Isidro,0,0,0,0,1,1,0,0,0
Córdoba,Colón,Dumesnil,0,0,0,1,1,0,0,0,0
Córdoba,Colón,El Diquecito,0,0,0,0,1,0,0,0,0
Córdoba,Colón,El Manzano,1,0,0,0,1,0,0,1,0
Córdoba,Colón,El Pueblito,0,0,0,0,0,1,0,0,0
Córdoba,Colón,General Paz,1,0,0,0,1,1,1,0,0
Córdoba,Colón,Jesús María,1,1,0,1,1,1,1,0,0
Córdoba,Colón,La Calera,1,1,0,1,1,1,1,1,1
Córdoba,Colón,La Granja,1,0,0,1,1,0,1,1,0
Córdoba,Colón,La Morada,0,0,0,0,1,1,0,0,0
Córdoba,Colón,Las Corzuelas,0,0,0,0,1,0,0,0,0
Córdoba,Colón,Villa Allende,1,1,0,1,1,1,1,1,0
Córdoba,Colón,Villa Cerro Azul,1,0,0,0,0,0,0,1,0
Córdoba,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,1,0,0,0,0,0,1,0,1
Córdoba,Colón,Villa Los Llanos - Juárez Celman,1,0,0,1,1,1,1,1,0
Córdoba,Cruz del Eje,Alto de Los Quebrachos,0,0,0,0,0,0,0,1,0
Córdoba,Cruz del Eje,Bañado de Soto,0,0,0,0,0,0,0,1,0
Córdoba,Cruz del Eje,Canteras Quilpo,0,0,0,0,0,0,1,1,0
Córdoba,Cruz del Eje,Cruz de Caña,0,0,0,0,0,0,0,1,0
Córdoba,Cruz del Eje,Cruz del Eje,1,1,0,1,1,1,1,1,0
Córdoba,Cruz del Eje,El Brete,0,0,0,1,0,0,0,1,0
Córdoba,Cruz del Eje,Guanaco Muerto,0,0,0,0,0,0,0,1,0
Córdoba,Cruz del Eje,La Banda,0,0,0,0,0,0,0,0,1
Córdoba,Cruz del Eje,La Batea,0,0,0,0,0,0,0,1,0
Córdoba,Tulumba,Las Arrias,1,0,0,0,1,1,1,0,0
Córdoba,Tulumba,Lucio V. Mansilla,0,0,0,0,1,1,1,0,0
Córdoba,Tulumba,Rosario del Saladillo,0,0,0,1,0,0,0,0,0
Córdoba,Tulumba,San José de La Dormida,1,0,0,0,1,1,1,1,1
Córdoba,Tulumba,San José de Las Salinas,0,0,0,0,1,1,0,0,0
Córdoba,Tulumba,San Pedro Norte,0,0,0,0,0,0,0,1,0
Córdoba,Tulumba,Villa Tulumba,0,0,0,1,1,1,1,1,0
Córdoba,Unión,Alto Alegre,1,1,0,1,1,1,1,0,0
Córdoba,Unión,Ana Zumarán,0,0,0,0,1,0,0,0,0
Córdoba,Unión,Ballesteros,1,0,0,1,1,1,1,1,0
